,fullname,team,birthdate,country,height,weight,rider_url,pps,rdr
315,KREUZIGER Roman,Gazprom - RusVelo,1986-05-06,Czech Republic,1.83,65.0,https://www.procyclingstats.com/rider/roman-kreuziger,"{'One day races': '2367', 'GC': '5043', 'Time trial': '2174', 'Sprint': '664', 'Climber': '4340'}","{'PCS Ranking': '1036', 'UCI World Ranking': '2029', 'Specials | All Time Ranking': '352'}"
316,NIZZOLO Giacomo,Team Qhubeka NextHash,1989-01-30,Italy,1.84,72.0,https://www.procyclingstats.com/rider/giacomo-nizzolo,"{'One day races': '3843', 'GC': '532', 'Time trial': '234', 'Sprint': '6368', 'Climber': '530'}","{'PCS Ranking': '25', 'UCI World Ranking': '21', 'Specials | All Time Ranking': '275'}"
317,GASPAROTTO Enrico,noteam,1982-03-22,Switzerland,1.74,65.0,https://www.procyclingstats.com/rider/enrico-gasparotto,"{'One day races': '3246', 'GC': '1441', 'Time trial': '533', 'Sprint': '2357', 'Climber': '1775'}",{'Specials | All Time Ranking': '567'}
318,EISEL Bernhard,noteam,1981-02-17,Austria,1.83,74.0,https://www.procyclingstats.com/rider/bernhard-eisel,"{'One day races': '2275', 'GC': '1114', 'Time trial': '260', 'Sprint': '3514', 'Climber': '273'}",{'Specials | All Time Ranking': '767'}
319,BAK Lars Ytting,noteam,1980-01-16,Denmark,1.9,76.0,https://www.procyclingstats.com/rider/lars-ytting-bak,"{'One day races': '1173', 'GC': '2282', 'Time trial': '943', 'Sprint': '1517', 'Climber': '497'}",{'Specials | All Time Ranking': '966'}
320,VALGREN Michael,EF Education - Nippo,1992-02-07,Denmark,1.79,71.0,https://www.procyclingstats.com/rider/michael-valgren-andersen,"{'One day races': '2516', 'GC': '1143', 'Time trial': '445', 'Sprint': '644', 'Climber': '1296'}","{'PCS Ranking': '86', 'UCI World Ranking': '59', 'Specials | All Time Ranking': '734'}"
321,RENSHAW Mark,noteam,1982-10-22,Australia,1.79,74.0,https://www.procyclingstats.com/rider/mark-renshaw,"{'One day races': '1353', 'GC': '554', 'Time trial': '345', 'Sprint': '4598', 'Climber': '68'}",{'Specials | All Time Ranking': '826'}
322,SLAGTER Tom-Jelte,noteam,1989-07-01,Netherlands,1.69,57.0,https://www.procyclingstats.com/rider/tom-jelte-slagter,"{'One day races': '1486', 'GC': '1291', 'Time trial': '223', 'Sprint': '652', 'Climber': '1500'}",{'Specials | All Time Ranking': '1335'}
323,CUMMINGS Steve,noteam,1981-03-19,Great Britain,1.89,73.0,https://www.procyclingstats.com/rider/stephen-cummings,"{'One day races': '635', 'GC': '1556', 'Time trial': '1598', 'Sprint': '534', 'Climber': '912'}",{'Specials | All Time Ranking': '772'}
324,MEINTJES Louis,Intermarché - Wanty - Gobert Matériaux,1992-02-21,South Africa,1.73,58.0,https://www.procyclingstats.com/rider/louis-meintjes,"{'One day races': '485', 'GC': '2110', 'Time trial': '330', 'Sprint': '124', 'Climber': '2376'}","{'PCS Ranking': '193', 'UCI World Ranking': '348'}"
325,JANSE VAN RENSBURG Reinardt,Team Qhubeka NextHash,1989-02-03,South Africa,1.82,74.0,https://www.procyclingstats.com/rider/reinardt-janse-van-rensburg,"{'One day races': '1139', 'GC': '857', 'Time trial': '443', 'Sprint': '2296', 'Climber': '352'}","{'PCS Ranking': '306', 'UCI World Ranking': '377', 'Specials | All Time Ranking': '1482'}"
326,O'CONNOR Ben,AG2R Citroën Team,1995-11-25,Australia,1.88,67.0,https://www.procyclingstats.com/rider/ben-o-connor,"{'One day races': '77', 'GC': '1183', 'Time trial': '150', 'Sprint': '86', 'Climber': '1134'}","{'PCS Ranking': '30', 'UCI World Ranking': '40'}"
327,WYSS Danilo,noteam,1985-08-26,Switzerland,1.76,65.0,https://www.procyclingstats.com/rider/danilo-wyss,"{'One day races': '504', 'GC': '617', 'Time trial': '36', 'Sprint': '1044', 'Climber': '338'}",{}
328,GIBBONS Ryan,UAE-Team Emirates,1994-08-13,South Africa,1.81,70.0,https://www.procyclingstats.com/rider/ryan-gibbons,"{'One day races': '554', 'GC': '416', 'Time trial': '327', 'Sprint': '929', 'Climber': '414'}","{'PCS Ranking': '144', 'UCI World Ranking': '85', 'Specials | All Time Ranking': '1966'}"
329,VERMOTE Julien,Alpecin-Fenix,1989-07-26,Belgium,1.79,71.0,https://www.procyclingstats.com/rider/julien-vermote,"{'One day races': '479', 'GC': '640', 'Time trial': '381', 'Sprint': '346', 'Climber': '72'}",{}
330,KING Ben,Rally Cycling,1989-03-22,United States,1.83,68.0,https://www.procyclingstats.com/rider/benjamin-king-1,"{'One day races': '233', 'GC': '425', 'Time trial': '351', 'Sprint': '202', 'Climber': '562'}","{'PCS Ranking': '612', 'UCI World Ranking': '940'}"
331,MÄDER Gino,Bahrain - Victorious,1997-01-04,Switzerland,1.81,61.0,https://www.procyclingstats.com/rider/gino-mader,"{'One day races': '88', 'GC': '520', 'Time trial': '146', 'Sprint': '110', 'Climber': '696'}","{'PCS Ranking': '84', 'UCI World Ranking': '80'}"
332,GHEBREIGZABHIER Amanuel,Trek - Segafredo,1994-08-17,Eritrea,1.87,68.0,https://www.procyclingstats.com/rider/amanuel-ghebreigzabhier,"{'One day races': '294', 'GC': '471', 'Time trial': '150', 'Sprint': '326', 'Climber': '442'}","{'PCS Ranking': '465', 'UCI World Ranking': '535'}"
333,THOMSON Jay Robert,noteam,1986-04-12,South Africa,1.85,75.0,https://www.procyclingstats.com/rider/jay-robert-thomson,"{'One day races': '369', 'GC': '211', 'Time trial': '294', 'Sprint': '275', 'Climber': '37'}",{}
334,JANSE VAN RENSBURG Jacques,noteam,1987-09-06,South Africa,1.75,63.0,https://www.procyclingstats.com/rider/jacques-janse-van-rensburg,"{'One day races': '162', 'GC': '515', 'Time trial': '10', 'Sprint': '130', 'Climber': '345'}",{}
335,TILLER Rasmus,Uno-X Pro Cycling Team,1996-07-28,Norway,1.74,71.0,https://www.procyclingstats.com/rider/rasmus-tiller,"{'One day races': '520', 'GC': '82', 'Time trial': '41', 'Sprint': '249', 'Climber': '106'}","{'PCS Ranking': '101', 'UCI World Ranking': '95'}"
336,VENTER Jaco,noteam,1987-02-13,South Africa,1.89,70.0,https://www.procyclingstats.com/rider/jaco-venter,"{'One day races': '137', 'GC': '351', 'Time trial': '232', 'Sprint': '230', 'Climber': '90'}",{'UCI World Ranking': '2922'}
337,DE BOD Stefan,Astana - Premier Tech,1996-11-17,South Africa,1.82,66.0,https://www.procyclingstats.com/rider/stefan-de-bod,"{'One day races': '98', 'GC': '187', 'Time trial': '417', 'Sprint': '96', 'Climber': '80'}","{'PCS Ranking': '359', 'UCI World Ranking': '444'}"
338,DAVIES Scott,Bahrain - Victorious,1995-08-05,Great Britain,1.84,66.0,https://www.procyclingstats.com/rider/scott-davies,"{'One day races': '17', 'GC': '198', 'Time trial': '96', 'Sprint': '39', 'Climber': '72'}",{}
339,KONYCHEV Alexander,Team BikeExchange,1998-07-25,Italy,1.85,76.0,https://www.procyclingstats.com/rider/alexander-konychev,"{'One day races': '122', 'GC': '10', 'Time trial': '27', 'Sprint': '106', 'Climber': '0'}","{'PCS Ranking': '1072', 'UCI World Ranking': '882'}"
340,DLAMINI Nic,Team Qhubeka NextHash,1995-08-12,South Africa,1.77,66.0,https://www.procyclingstats.com/rider/nickolas-dlamini,"{'One day races': '37', 'GC': '54', 'Time trial': '27', 'Sprint': '92', 'Climber': '15'}","{'PCS Ranking': '1501', 'UCI World Ranking': '843'}"
341,FROOME Chris,Israel Start-Up Nation,1985-05-20,Great Britain,1.86,66.0,https://www.procyclingstats.com/rider/christopher-froome,"{'One day races': '242', 'GC': '8247', 'Time trial': '4389', 'Sprint': '533', 'Climber': '6852'}","{'PCS Ranking': '734', 'UCI World Ranking': '1577', 'Specials | All Time Ranking': '40'}"
342,KWIATKOWSKI Michał,INEOS Grenadiers,1990-06-02,Poland,1.76,68.0,https://www.procyclingstats.com/rider/michal-kwiatkowski,"{'One day races': '4210', 'GC': '3339', 'Time trial': '3358', 'Sprint': '7', 'Climber': '3306'}","{'PCS Ranking': '81', 'UCI World Ranking': '94', 'Specials | All Time Ranking': '137'}"
343,THOMAS Geraint,INEOS Grenadiers,1986-05-25,Great Britain,1.83,71.0,https://www.procyclingstats.com/rider/geraint-thomas,"{'One day races': '1219', 'GC': '5125', 'Time trial': '4253', 'Sprint': '1384', 'Climber': '3246'}","{'PCS Ranking': '46', 'UCI World Ranking': '34', 'Specials | All Time Ranking': '165'}"
344,POELS Wout,Bahrain - Victorious,1987-10-01,Netherlands,1.83,66.0,https://www.procyclingstats.com/rider/wout-poels,"{'One day races': '959', 'GC': '3903', 'Time trial': '908', 'Sprint': '528', 'Climber': '3974'}","{'PCS Ranking': '110', 'UCI World Ranking': '185', 'Specials | All Time Ranking': '510'}"
345,BERNAL Egan,INEOS Grenadiers,1997-01-13,Colombia,1.75,60.0,https://www.procyclingstats.com/rider/egan-bernal,"{'One day races': '877', 'GC': '3433', 'Time trial': '504', 'Sprint': '198', 'Climber': '3324'}","{'PCS Ranking': '8', 'UCI World Ranking': '6', 'Specials | All Time Ranking': '264'}"
346,KIRYIENKA Vasil,noteam,1981-06-28,Belarus,1.82,69.0,https://www.procyclingstats.com/rider/vasil-kiryienka,"{'One day races': '503', 'GC': '1530', 'Time trial': '4383', 'Sprint': '754', 'Climber': '1150'}",{'Specials | All Time Ranking': '547'}
347,SWIFT Ben,INEOS Grenadiers,1987-11-05,Great Britain,1.79,69.0,https://www.procyclingstats.com/rider/ben-swift,"{'One day races': '1741', 'GC': '833', 'Time trial': '87', 'Sprint': '3452', 'Climber': '807'}","{'PCS Ranking': '379', 'UCI World Ranking': '245', 'Specials | All Time Ranking': '762'}"
348,CASTROVIEJO Jonathan,INEOS Grenadiers,1987-04-27,Spain,1.71,62.0,https://www.procyclingstats.com/rider/jonathan-castroviejo,"{'One day races': '253', 'GC': '1676', 'Time trial': '4260', 'Sprint': '104', 'Climber': '750'}","{'PCS Ranking': '321', 'UCI World Ranking': '648', 'Specials | All Time Ranking': '1344'}"
349,VAN BAARLE Dylan,INEOS Grenadiers,1992-05-21,Netherlands,1.87,78.0,https://www.procyclingstats.com/rider/dylan-van-baarle,"{'One day races': '1730', 'GC': '1252', 'Time trial': '1156', 'Sprint': '812', 'Climber': '809'}","{'PCS Ranking': '44', 'UCI World Ranking': '38', 'Specials | All Time Ranking': '1156'}"
350,MOSCON Gianni,INEOS Grenadiers,1994-04-20,Italy,1.82,70.0,https://www.procyclingstats.com/rider/gianni-moscon,"{'One day races': '1789', 'GC': '771', 'Time trial': '604', 'Sprint': '465', 'Climber': '1135'}","{'PCS Ranking': '95', 'UCI World Ranking': '75', 'Specials | All Time Ranking': '946'}"
351,DE LA CRUZ David,UAE-Team Emirates,1989-05-06,Spain,1.82,66.0,https://www.procyclingstats.com/rider/david-de-la-cruz,"{'One day races': '105', 'GC': '2153', 'Time trial': '830', 'Sprint': '72', 'Climber': '2080'}","{'PCS Ranking': '122', 'UCI World Ranking': '125', 'Specials | All Time Ranking': '1635'}"
352,KNEES Christian,noteam,1981-03-05,Germany,1.94,81.0,https://www.procyclingstats.com/rider/christian-knees,"{'One day races': '949', 'GC': '1554', 'Time trial': '598', 'Sprint': '985', 'Climber': '424'}",{'Specials | All Time Ranking': '2007'}
353,GEOGHEGAN HART Tao,INEOS Grenadiers,1995-03-30,Great Britain,1.83,65.0,https://www.procyclingstats.com/rider/tao-geoghegan-hart,"{'One day races': '245', 'GC': '1574', 'Time trial': '413', 'Sprint': '136', 'Climber': '1458'}","{'PCS Ranking': '250', 'UCI World Ranking': '338', 'Specials | All Time Ranking': '1170'}"
354,ROSA Diego,Team Arkéa Samsic,1989-03-27,Italy,1.78,65.0,https://www.procyclingstats.com/rider/diego-rosa,"{'One day races': '1023', 'GC': '823', 'Time trial': '343', 'Sprint': '198', 'Climber': '1077'}","{'PCS Ranking': '756', 'UCI World Ranking': '1431', 'Specials | All Time Ranking': '1784'}"
355,STANNARD Ian,noteam,1987-05-25,Great Britain,1.91,83.0,https://www.procyclingstats.com/rider/ian-stannard,"{'One day races': '1100', 'GC': '649', 'Time trial': '445', 'Sprint': '780', 'Climber': '24'}",{'Specials | All Time Ranking': '1623'}
356,GANNA Filippo,INEOS Grenadiers,1996-07-25,Italy,1.93,82.0,https://www.procyclingstats.com/rider/filippo-ganna,"{'One day races': '140', 'GC': '252', 'Time trial': '2820', 'Sprint': '73', 'Climber': '162'}","{'PCS Ranking': '57', 'UCI World Ranking': '54', 'Specials | All Time Ranking': '764'}"
357,ROWE Luke,INEOS Grenadiers,1990-03-10,Great Britain,1.85,72.0,https://www.procyclingstats.com/rider/luke-rowe,"{'One day races': '1156', 'GC': '423', 'Time trial': '142', 'Sprint': '774', 'Climber': '54'}","{'PCS Ranking': '748', 'UCI World Ranking': '1785'}"
358,SIVAKOV Pavel,INEOS Grenadiers,1997-07-11,Russia,1.88,72.0,https://www.procyclingstats.com/rider/pavel-sivakov,"{'One day races': '256', 'GC': '1291', 'Time trial': '268', 'Sprint': '84', 'Climber': '846'}","{'PCS Ranking': '163', 'UCI World Ranking': '162', 'Specials | All Time Ranking': '1612'}"
359,GOŁAŚ Michał,INEOS Grenadiers,1984-04-29,Poland,1.8,65.0,https://www.procyclingstats.com/rider/michal-golas,"{'One day races': '863', 'GC': '609', 'Time trial': '68', 'Sprint': '902', 'Climber': '130'}","{'PCS Ranking': '541', 'UCI World Ranking': '620'}"
360,ELISSONDE Kenny,Trek - Segafredo,1991-07-22,France,1.69,52.0,https://www.procyclingstats.com/rider/kenny-elissonde,"{'One day races': '257', 'GC': '995', 'Time trial': '27', 'Sprint': '46', 'Climber': '1330'}","{'PCS Ranking': '274', 'UCI World Ranking': '302'}"
361,SOSA Iván Ramiro,INEOS Grenadiers,1997-10-31,Colombia,1.68,58.0,https://www.procyclingstats.com/rider/ivan-ramiro-sosa,"{'One day races': '150', 'GC': '956', 'Time trial': '1', 'Sprint': '62', 'Climber': '676'}","{'PCS Ranking': '259', 'UCI World Ranking': '287', 'Specials | All Time Ranking': '1112'}"
362,HALVORSEN Kristoffer,Uno-X Pro Cycling Team,1996-04-13,Norway,1.79,69.0,https://www.procyclingstats.com/rider/kristoffer-halvorsen,"{'One day races': '792', 'GC': '236', 'Time trial': '2', 'Sprint': '1208', 'Climber': '118'}","{'PCS Ranking': '178', 'UCI World Ranking': '201', 'Specials | All Time Ranking': '1947'}"
363,PUCCIO Salvatore,INEOS Grenadiers,1989-08-31,Italy,1.82,68.0,https://www.procyclingstats.com/rider/salvatore-puccio,"{'One day races': '349', 'GC': '473', 'Time trial': '83', 'Sprint': '181', 'Climber': '378'}",{'PCS Ranking': '679'}
364,DUNBAR Eddie,INEOS Grenadiers,1996-09-01,Ireland,1.7,57.0,https://www.procyclingstats.com/rider/edward-irl-dunbar,"{'One day races': '296', 'GC': '634', 'Time trial': '131', 'Sprint': '212', 'Climber': '436'}","{'PCS Ranking': '362', 'UCI World Ranking': '500'}"
365,DOULL Owain,INEOS Grenadiers,1993-05-02,Great Britain,1.81,71.0,https://www.procyclingstats.com/rider/owain-doull,"{'One day races': '387', 'GC': '370', 'Time trial': '226', 'Sprint': '548', 'Climber': '99'}","{'PCS Ranking': '568', 'UCI World Ranking': '639'}"
366,NARVÁEZ Jhonatan,INEOS Grenadiers,1997-03-04,Ecuador,1.74,65.0,https://www.procyclingstats.com/rider/jhonatan-narvaez,"{'One day races': '294', 'GC': '419', 'Time trial': '23', 'Sprint': '312', 'Climber': '319'}","{'PCS Ranking': '488', 'UCI World Ranking': '685'}"
367,HENAO Sebastián,INEOS Grenadiers,1993-08-05,Colombia,1.71,57.0,https://www.procyclingstats.com/rider/sebastian-henao,"{'One day races': '144', 'GC': '664', 'Time trial': '151', 'Sprint': '76', 'Climber': '387'}","{'PCS Ranking': '557', 'UCI World Ranking': '792'}"
368,LAWLESS Chris,Team TotalEnergies,1995-11-04,Great Britain,1.78,72.0,https://www.procyclingstats.com/rider/christopher-lawless,"{'One day races': '318', 'GC': '249', 'Time trial': '30', 'Sprint': '589', 'Climber': '131'}","{'PCS Ranking': '2064', 'UCI World Ranking': '3500'}"
369,BASSO Leonardo,INEOS Grenadiers,1993-12-25,Italy,1.77,63.0,https://www.procyclingstats.com/rider/leonardo-basso,"{'One day races': '194', 'GC': '72', 'Time trial': '0', 'Sprint': '184', 'Climber': '33'}","{'PCS Ranking': '1022', 'UCI World Ranking': '2340'}"
370,ROGLIČ Primož,Team Jumbo-Visma,1989-10-29,Slovenia,1.77,65.0,https://www.procyclingstats.com/rider/primoz-roglic,"{'One day races': '1507', 'GC': '5154', 'Time trial': '3866', 'Sprint': '286', 'Climber': '5302'}","{'PCS Ranking': '3', 'UCI World Ranking': '3', 'Specials | All Time Ranking': '48'}"
371,MARTIN Tony,Team Jumbo-Visma,1985-04-23,Germany,1.85,75.0,https://www.procyclingstats.com/rider/tony-martin,"{'One day races': '390', 'GC': '3732', 'Time trial': '10809', 'Sprint': '1024', 'Climber': '969'}","{'PCS Ranking': '319', 'UCI World Ranking': '258', 'Specials | All Time Ranking': '73'}"
372,GESINK Robert,Team Jumbo-Visma,1986-05-31,Netherlands,1.89,70.0,https://www.procyclingstats.com/rider/robert-gesink,"{'One day races': '2857', 'GC': '5059', 'Time trial': '1172', 'Sprint': '901', 'Climber': '4918'}","{'PCS Ranking': '660', 'UCI World Ranking': '1108', 'Specials | All Time Ranking': '349'}"
373,VAN AERT Wout,Team Jumbo-Visma,1994-09-15,Belgium,1.9,78.0,https://www.procyclingstats.com/rider/wout-van-aert,"{'One day races': '3803', 'GC': '826', 'Time trial': '1516', 'Sprint': '1956', 'Climber': '1626'}","{'PCS Ranking': '2', 'UCI World Ranking': '2', 'Specials | All Time Ranking': '186'}"
374,KRUIJSWIJK Steven,Team Jumbo-Visma,1987-06-07,Netherlands,1.78,63.0,https://www.procyclingstats.com/rider/steven-kruijswijk,"{'One day races': '337', 'GC': '4182', 'Time trial': '1370', 'Sprint': '382', 'Climber': '3842'}","{'PCS Ranking': '168', 'UCI World Ranking': '257', 'Specials | All Time Ranking': '1015'}"
375,GROENEWEGEN Dylan,Team Jumbo-Visma,1993-06-21,Netherlands,1.77,70.0,https://www.procyclingstats.com/rider/dylan-groenewegen,"{'One day races': '2475', 'GC': '249', 'Time trial': '15', 'Sprint': '6429', 'Climber': '30'}","{'PCS Ranking': '176', 'UCI World Ranking': '212', 'Specials | All Time Ranking': '240'}"
376,VAN POPPEL Danny,Intermarché - Wanty - Gobert Matériaux,1993-07-26,Netherlands,1.84,82.0,https://www.procyclingstats.com/rider/danny-van-poppel,"{'One day races': '2257', 'GC': '340', 'Time trial': '343', 'Sprint': '4055', 'Climber': '290'}","{'PCS Ranking': '28', 'UCI World Ranking': '29', 'Specials | All Time Ranking': '643'}"
377,BENNETT George,Team Jumbo-Visma,1990-04-07,New Zealand,1.8,58.0,https://www.procyclingstats.com/rider/george-bennett,"{'One day races': '606', 'GC': '2772', 'Time trial': '183', 'Sprint': '100', 'Climber': '2668'}","{'PCS Ranking': '161', 'UCI World Ranking': '169', 'Specials | All Time Ranking': '1358'}"
378,MARTENS Paul,noteam,1983-10-26,Germany,1.78,69.0,https://www.procyclingstats.com/rider/paul-martens,"{'One day races': '1687', 'GC': '1142', 'Time trial': '484', 'Sprint': '1850', 'Climber': '504'}","{'PCS Ranking': '803', 'Specials | All Time Ranking': '1480'}"
379,TEUNISSEN Mike,Team Jumbo-Visma,1992-08-25,Netherlands,1.84,73.0,https://www.procyclingstats.com/rider/mike-teunissen,"{'One day races': '1302', 'GC': '1075', 'Time trial': '328', 'Sprint': '1581', 'Climber': '326'}","{'PCS Ranking': '106', 'UCI World Ranking': '126', 'Specials | All Time Ranking': '1257'}"
380,VAN EMDEN Jos,Team Jumbo-Visma,1985-02-18,Netherlands,1.86,74.0,https://www.procyclingstats.com/rider/jos-van-emden,"{'One day races': '854', 'GC': '1107', 'Time trial': '3751', 'Sprint': '778', 'Climber': '92'}","{'PCS Ranking': '460', 'UCI World Ranking': '457', 'Specials | All Time Ranking': '1164'}"
381,WYNANTS Maarten,noteam,1982-05-13,Belgium,1.9,74.0,https://www.procyclingstats.com/rider/maarten-wynants,"{'One day races': '1313', 'GC': '557', 'Time trial': '127', 'Sprint': '994', 'Climber': '53'}","{'PCS Ranking': '961', 'UCI World Ranking': '1895'}"
382,KUSS Sepp,Team Jumbo-Visma,1994-09-13,United States,1.8,61.0,https://www.procyclingstats.com/rider/sepp-kuss,"{'One day races': '92', 'GC': '1135', 'Time trial': '92', 'Sprint': '70', 'Climber': '1886'}","{'PCS Ranking': '70', 'UCI World Ranking': '117', 'Specials | All Time Ranking': '1774'}"
383,VINGEGAARD Jonas,Team Jumbo-Visma,1996-12-10,Denmark,1.75,60.0,https://www.procyclingstats.com/rider/jonas-vingegaard-rasmussen,"{'One day races': '167', 'GC': '1069', 'Time trial': '570', 'Sprint': '300', 'Climber': '962'}","{'PCS Ranking': '15', 'UCI World Ranking': '18', 'Specials | All Time Ranking': '1402'}"
384,LEEZER Tom,noteam,1985-12-26,Netherlands,1.85,76.0,https://www.procyclingstats.com/rider/tom-leezer,"{'One day races': '760', 'GC': '578', 'Time trial': '100', 'Sprint': '942', 'Climber': '38'}",{}
